userName,review,at,score,app_name,stemming,skor_sentimen,label
Ahmadiwahyudi ae0902,setan bca ga bisa masuk² kebiasaan,2025-08-30 16:11:37,1,BCA Mobile,setan bca ga bisa masuk biasa,1,positif
Denny Riadi,"Ini gimana topup Flazz, saldo kepotong tapi gamasuk saldonya",2025-08-30 14:39:45,4,BCA Mobile,ini gimana topup flazz saldo potong tapi gamasuk saldo,1,positif
Ekky Juliantri,"kenapa aku mgga bisa buat mbanking ya, pesannya ngga masuk²",2025-08-30 13:09:14,2,BCA Mobile,kenapa aku mgga bisa buat mbanking ya pesan ngga masuk,1,positif
Raeehansp ehan,lama2 BCA ini Payah Bintang 1 aja Cukup Bagimu,2025-08-30 12:29:33,1,BCA Mobile,lama2 bca ini payah bintang 1 aja cukup bagi,-2,negatif
Reza Febrian,verifikasi aja ribet bgt,2025-08-30 12:06:59,1,BCA Mobile,verifikasi aja ribet bgt,-1,negatif
Eka Donarika,sangat bagus,2025-08-30 11:45:49,5,BCA Mobile,sangat bagus,1,positif
Sofyan Hadi,Model hurufnya kok jadi jelek diganti ya? bagus yang lama,2025-08-30 09:04:19,4,BCA Mobile,model huruf kok jadi jelek ganti ya bagus yang lama,-1,negatif
Nicky Edwardo,setiapppp bulannnn minta verifikasi verifikasii. memakan pulsaa terus harus cari kartu yang terhubung sama mbanking nyaaa haduhhhhh ribetttt bangettttttt,2025-08-30 07:27:08,1,BCA Mobile,setiapppp bulannnn minta verifikasi verifikasi makan pulsaa terus harus cari kartu yang hubung sama mbanking nyaaa haduhhhhh ribetttt bangettttttt,-1,negatif
cup sukmajaya,"habis di update malah ga bisa ke buka, tambah buruk aja",2025-08-30 07:17:22,1,BCA Mobile,habis di update malah ga bisa ke buka tambah buruk aja,1,positif
Pengguna Google,Plis tolong tambahin update di aplikasi buat pake fingerprint biar gak selalu pake pin biar tambah sat set.,2025-08-30 05:50:06,4,BCA Mobile,plis tolong tambahin update di aplikasi buat pake fingerprint biar gak selalu pake pin biar tambah sat set,1,positif
Mia nam,mantap,2025-08-30 05:33:08,5,BCA Mobile,mantap,1,positif
Zaenal Abidin,klik bca gak bisa kebuka,2025-08-30 05:05:27,3,BCA Mobile,klik bca gak bisa buka,1,positif
Beruk Hideng,"mau buat m-banking,hrs nggu lampu warna ijo, lampu indikator ny mn??? LG error y??",2025-08-30 04:54:42,3,BCA Mobile,mau buat m-banking hrs nggu lampu warna ijo lampu indikator ny mn lg error y,-1,negatif
Call Me Bii,"TOLONG UNTUK PIHAK BCA MENDING VERIVIKASI PESAN LEWAN WHATSAPP AJA JANGAN LEWAT CHAT, INI GUA NGIRRIM PESAN GAGAL PENGIRIMAN TERUS PADAHAL ADA PULSA 20K",2025-08-30 04:01:30,1,BCA Mobile,tolong untuk pihak bca mending verivikasi pesan lewan whatsapp aja jangan lewat chat ini gua ngirrim pesan gagal kirim terus padahal ada pulsa 20k,-1,negatif
Uday Gunawan,"SUSAH KALI VERIFIKASI MUKA INI , AYOLAH PERBAIKI INI SANGAT MENYULITKAN",2025-08-30 03:00:40,1,BCA Mobile,susah kali verifikasi muka ini ayo baik ini sangat sulit,-1,negatif
Siti Maliyyah,"saat ini m banking saya g bisa kebuka,sudah mengikuti langkah yg google sarankan,tp ttp tidak bisa",2025-08-30 01:50:25,5,BCA Mobile,saat ini m banking saya g bisa buka sudah ikut langkah yg google saran tp ttp tidak bisa,1,positif
Kak Hendriey Hartanto,sangat berguna,2025-08-30 01:37:32,5,BCA Mobile,sangat guna,1,positif
Gondrong 17,saya mau tanya nih. jika mau ganti nomor hp tuk M-BCA gmn? nomor hp saya udh ga aktiv dan ga bs trima SMS/tlpn. dan saya juga lupa taro kartu ATM dan buku tabungan BCA saya. krna pindah kontrakan dan llupa taro dmn. ap bisa ganti nomor hp tanpa kartu ATM dan buku tabungan BCA?,2025-08-30 01:24:11,5,BCA Mobile,saya mau tanya nih jika mau ganti nomor hp tuk m-bca gmn nomor hp saya udh ga aktiv dan ga bs trima sms tlpn dan saya juga lupa taro kartu atm dan buku tabung bca saya krna pindah kontra dan llupa taro dmn ap bisa ganti nomor hp tanpa kartu atm dan buku tabung bca,1,positif
Yana Nardian,sangat mudah dan transaksi lancar,2025-08-29 22:59:28,5,BCA Mobile,sangat mudah dan transaksi lancar,2,positif
Rima Okta,"Setelah 18 tahun pakai BCA , br x ini saya kecewa . transfer antarbank ke loading terus , setelah 2x percobaan gagal . d cek mutasi , saldo saya sudah kepotong 2x. tp di inbox nya tidak ada . tlp ke halo BCA , ke bank nya , cm bikin laporan. Dan ga ada hasil yg memuaskan .. pdhal ud d jelasin kesana ksni tp ga ada hasilnya",2025-08-29 16:34:18,1,BCA Mobile,telah 18 tahun pakai bca br x ini saya kecewa transfer antarbank ke loading terus telah 2x coba gagal d cek mutasi saldo saya sudah potong 2x tp di inbox nya tidak ada tlp ke halo bca ke bank nya cm bikin lapor dan ga ada hasil yg muas pdhal ud d jelasin kesana ksni tp ga ada hasil,-2,negatif
Andy Setyawan,habis di update malah lemot,2025-08-29 16:02:19,3,BCA Mobile,habis di update malah lot,1,positif
Rudin Abrag,kenapa mau verfaksi sangat sulit,2025-08-29 15:00:11,2,BCA Mobile,kenapa mau verfaksi sangat sulit,-1,negatif
adi nugroho,tiap pindah device harus telfon CS . ribet!,2025-08-29 14:28:59,1,BCA Mobile,tiap pindah device harus telfon cs ribet,-1,negatif
ubay tea,mening di mybca aja lancar,2025-08-29 12:57:40,2,BCA Mobile,ning di mybca aja lancar,1,positif
Novi Andy,"lama2 gajelas , pake vermuk segala . giliran vermuk kaga bisa2!! orang udh bela2in beli pulsa malah gagal divermuk padahal terang ,",2025-08-29 10:49:57,1,BCA Mobile,lama2 gajelas pake vermuk segala gilir vermuk kaga bisa2 orang udh bela2in beli pulsa malah gagal divermuk padahal terang,-1,negatif
Iing Supriatna,simple transaski,2025-08-29 09:31:15,5,BCA Mobile,simple transaski,1,positif
Hera Krisdianti,setiap mengaktifkan Mbanking pulsa 5rb cuma 1x kirim sms gadapet notif lgi sampe isi pulsa lgi tetep gabisa! padahal udh sesuai dgn arahan astaga sampai berkali² isi pulsa tetep gabisa.,2025-08-29 08:53:23,1,BCA Mobile,tiap aktif mbanking pulsa 5rb cuma 1x kirim sms gadapet notif lgi sampe isi pulsa lgi tetep gabisa padahal udh sesuai dgn arah astaga sampai kali isi pulsa tetep gabisa,1,positif
Riyadh Januar,buruk,2025-08-29 08:17:27,1,BCA Mobile,buruk,-1,negatif
Supedi S,mohon respon cepat login mbanking perpindahan dari hp ke hp,2025-08-29 07:31:26,5,BCA Mobile,mohon respon cepat login mbanking pindah dari hp ke hp,1,positif
Yohana Aja,pada hp poco saya terdapat bug yg mana aplikasi tidak bisa digunakan,2025-08-29 07:09:52,1,BCA Mobile,pada hp poco saya dapat bug yg mana aplikasi tidak bisa guna,1,positif
Abdul Rachmat Bedoel,proses nya lancar dan cepat 👍🙏,2025-08-29 06:37:57,5,BCA Mobile,proses nya lancar dan cepat,2,positif
Diva Caesar Alamsyah,"Aplikasi sering macet aja, emang itu aplikasi ada lampu merah",2025-08-29 06:19:23,1,BCA Mobile,aplikasi sering macet aja emang itu aplikasi ada lampu merah,-1,negatif
Nur Lena,untuk BCA lg knpa ia segala ada asuransi AIA maksud'a apa coba klo d'jamin pemerintah si gpp lah ini org susah payah cari uang mlh d'potong asuransi AIA sya ga butuh asuransi gt jd tolong deh jgn d'sangut pautin yg ga jls,2025-08-29 06:05:59,1,BCA Mobile,untuk bca lg knpa ia segala ada asuransi aia maksud a apa coba klo d jamin perintah si gpp lah ini org susah payah cari uang mlh d potong asuransi aia sya ga butuh asuransi gt jd tolong deh jgn d sangut pautin yg ga jls,-2,negatif
Anjas Tea,"maaf saya mengalami gk bisa transfer ,",2025-08-29 05:24:01,5,BCA Mobile,maaf saya alami gk bisa transfer,1,positif
Bima Saputra,sangat mebantuk aktifitas sehari-hari terima kasih BCA,2025-08-29 03:37:52,5,BCA Mobile,sangat mebantuk aktifitas hari terima kasih bca,1,positif
Ririk Handhi Prasetio,"koneksi cepat,mudah dalam penggunaannya",2025-08-29 02:51:23,5,BCA Mobile,koneksi cepat mudah dalam guna,3,positif
Dedi Gunawan,"Mudah digunakan dan praktis, Terimakasih Aplikasi mobile bca.",2025-08-29 02:35:05,5,BCA Mobile,mudah guna dan praktis terimakasih aplikasi mobile bca,3,positif
Hanuddin Ahmad,mantap,2025-08-29 01:53:40,5,BCA Mobile,mantap,1,positif
ahmad faizal,Mudah banget..,2025-08-29 01:05:59,5,BCA Mobile,mudah banget,1,positif
Tommy Winata,semakin update semakin parah mbanking BCA skrng.. semakin le2t kalo mau tf/qiris nya.. mohon di perbaiki lgi ya😣😣😣,2025-08-29 00:56:48,1,BCA Mobile,makin update makin parah mbanking bca skrng makin le2t kalo mau tf qiris nya mohon di baik lgi ya,1,positif
Erwin Wonks,knp d up date jadi ngelag sekarang coneksinya suka telat. aplikasi berat apa buka,2025-08-29 00:50:48,3,BCA Mobile,knp d up date jadi ngelag sekarang coneksinya suka telat aplikasi berat apa buka,-1,negatif
Siti Khadijah,setelah update malah jadi lemot begini,2025-08-28 23:22:39,4,BCA Mobile,telah update malah jadi lot begini,1,positif
Synchronius,Balikin lagi dong fontnya kaya dulu,2025-08-28 22:48:18,4,BCA Mobile,balikin lagi dong fontnya kaya dulu,-1,negatif
Riny Rindu,"selamat malam , kenapa say tidak bisa transfer dari Oman malah impailid acount jadi di kensel transferannya tolong di perbaiki 🙏",2025-08-28 20:59:59,5,BCA Mobile,selamat malam kenapa say tidak bisa transfer dari om malah impailid acount jadi di kensel transfer tolong di baik,1,positif
Mila Surrut,memudahkan segala macam transaksi,2025-08-28 20:57:07,5,BCA Mobile,mudah segala macam transaksi,1,positif
Ryand Saputra,setelah di update aplikasinya tampilannya sekarang kurang bagus liat saldo kepotong separuh nominalnya gak kliatan smua.. kurang bagus lah tulisannya juga berubah..,2025-08-28 18:45:40,3,BCA Mobile,telah di update aplikasi tampil sekarang kurang bagus liat saldo potong paruh nominal gak kliatan smua kurang bagus lah tulis juga ubah,2,positif
Rahmat Hariyadi,"asli ga jelas ni aplikasi,bolak balik minta verifikasi kode otp. Masukkin nomor kartu berulang setiap transaksi. Asli ribet nggk kek si kuning sebelah",2025-08-28 17:12:45,2,BCA Mobile,asli ga jelas ni aplikasi bolak balik minta verifikasi kode otp masukkin nomor kartu ulang tiap transaksi asli ribet nggk kek si kuning belah,-1,negatif
Lukman Box,"karyawan BCA pemalas semua, mau buka tabungan pun susah nya minta ampun,, mending pake apk yg sebelah, admin nya ga bertele tele kaya di BCA",2025-08-28 15:45:08,1,BCA Mobile,karyawan bca malas semua mau buka tabung pun susah nya minta ampun mending pake apk yg belah admin nya ga tele tele kaya di bca,-1,negatif
Firman Algebra,"gak jadi....! saya sudah menghubungi cs WA, kendala sudah teratasi... lain kali kalu di persulit lagi saya turunin lagi bintang nya...!! 😎✌",2025-08-28 15:13:18,4,BCA Mobile,gak jadi saya sudah hubung cs wa kendala sudah atas lain kali kalu di sulit lagi saya turunin lagi bintang nya,-2,negatif
Juan Simanjuntak,ga jelas eror mulu setiap mau qris,2025-08-28 15:06:21,1,BCA Mobile,ga jelas eror mulu tiap mau qris,-1,negatif
Ganz Alexandria,MENYESAL SEMENJAK DI UPDATE JADI LEMOT. TOLONG KEMBALIKAN VERSI YANG DULU.,2025-08-28 13:43:52,1,BCA Mobile,sesal semenjak di update jadi lot tolong kembali versi yang dulu,1,positif
Ijong Rahman,ui/ux buruk,2025-08-28 13:16:50,1,BCA Mobile,ui ux buruk,-1,negatif
Eki Subastian,banyak membantu,2025-08-28 13:03:48,5,BCA Mobile,banyak bantu,1,positif
yUlly RaiSya,kenap qris saya tidak bisa terbuka? mohon bantuan nya,2025-08-28 11:59:05,3,BCA Mobile,kenap qris saya tidak bisa buka mohon bantu nya,2,positif
Jejen maulana,apa si bca ini isi saldo kartu e-toll sering banget dah ketelen saldo ke potong di kartu gak masuk pdhl Udah ati ati update kartu nya aneh bngt mana lumayan 400.000 bukanya untung malah rugi😌😌😌,2025-08-28 11:09:11,1,BCA Mobile,apa si bca ini isi saldo kartu e-toll sering banget dah ketelen saldo ke potong di kartu gak masuk pdhl udah ati ati update kartu nya aneh bngt mana lumayan 400 000 buka untung malah rugi,1,positif
Riana Dawin,"BCA SEKARANG KOK KURANG AJAR YA, MAIN TF² SEMBARANGAN KEMARIN 70000 KU PERCAYA LAGI TADI MALAH 50000 GILA YA BCA SKRNG!!!!",2025-08-28 11:00:33,1,BCA Mobile,bca sekarang kok kurang ajar ya main tf sembarang kemarin 70000 ku percaya lagi tadi malah 50000 gila ya bca skrng,-1,negatif
AMORINDHO NUR KIRANA,"turun dulu ya ranting nya, update yang kali ini agak lemot dari sebelum nya.. perbandingan nya lumayan, untuk versi hp saya mungkin..",2025-08-28 10:38:35,3,BCA Mobile,turun dulu ya ranting nya update yang kali ini agak lot dari belum nya banding nya lumayan untuk versi hp saya mungkin,1,positif
justin lionel,"Ingin jadi bagaimana? Masa sudah seminggu lebih belum selesai untuk pengaktifan financenya? Ini saya butuh loh, kog pelayanannya seperti ini sih sekarang? Data sudah saya serahkan, telfon sudah bolak balik tidak ada kejelasan sama sekali. Makin bobrok pelayanannya, katanya tanggal 27 selesai tp malah disuruh pengajuan ulang, terus ngapain suru saya nunggu sampai 1mingguan? Saya di pulau susah akses ke darat.",2025-08-28 09:51:27,1,BCA Mobile,ingin jadi bagaimana masa sudah minggu lebih belum selesai untuk aktif financenya ini saya butuh loh kog layan seperti ini sih sekarang data sudah saya serah telfon sudah bolak balik tidak ada jelas sama sekali makin bobrok layan kata tanggal 27 selesai tp malah suruh aju ulang terus ngapain suru saya nunggu sampai 1mingguan saya di pulau susah akses ke darat,-1,negatif
Hikmah Salafi Channel,gagal terus daftar baru padahal sudah kepotong pulsa sms beberapa kali tetap tidak bisa payah,2025-08-28 09:23:56,1,BCA Mobile,gagal terus daftar baru padahal sudah potong pulsa sms beberapa kali tetap tidak bisa payah,-1,negatif
Squid weet,"untuk pendaftaran nasabah baru via app BCA masih jadul.ribet,alhasil registrasinya pindah ke yang lain.",2025-08-28 08:06:41,1,BCA Mobile,untuk daftar nasabah baru via app bca masih jadul ribet alhasil registrasi pindah ke yang lain,-1,negatif
Afif M.zaini,mantab dan Lebih mudah,2025-08-28 07:47:05,5,BCA Mobile,mantab dan lebih mudah,1,positif
Hendry Pasamba,aplikasinya makin jelek. gak berkembang. tidak user frendly,2025-08-28 07:46:47,1,BCA Mobile,aplikasi makin jelek gak kembang tidak user frendly,-1,negatif
Hasan Basri Panji Mega Angga,"BURUK SEKALI, REKENING AKTIF DIPAKE WALAU JARANG DI NON AKTIFIN DENGAN ALASAN CS YG TIDAK PROFESIONAL JAWABAN NYA",2025-08-28 07:28:44,1,BCA Mobile,buruk sekali rekening aktif dipake walau jarang di non aktifin dengan alas cs yg tidak profesional jawab nya,-1,negatif
Hanifa Wahida,"Ini saya kasi bintang 5 karena awalnya masih berjalan normal mbanking nya tapi setelah bbrpa hari saya ga buka"" BCA dan waktu saya mau cek saldo saya tpi, BCA saya tidak bisa di buka. Kira"" kenapa ya Bpk/Ibu BCA??? sudah saya update, uninstall dan download lagi, lalu di restart ulang, tapi pas di buka malah tidak bisa dan keluar lagi di BCA mobile. mohon bantuannya ya Bpk/Ibu BCA. Terimakasih🙏",2025-08-28 06:51:22,5,BCA Mobile,ini saya kasi bintang 5 karena awal masih jalan normal mbanking nya tapi telah bbrpa hari saya ga buka bca dan waktu saya mau cek saldo saya tpi bca saya tidak bisa di buka kira kenapa ya bpk ibu bca sudah saya update uninstall dan download lagi lalu di restart ulang tapi pas di buka malah tidak bisa dan keluar lagi di bca mobile mohon bantu ya bpk ibu bca terimakasih,2,positif
Eduard H Carli,bagus,2025-08-28 03:11:27,5,BCA Mobile,bagus,1,positif
Daru Dhanan Jaya,kenapa kode verifikasi saya tidak terkirim ke sms?mohon solusinya,2025-08-28 03:05:51,5,BCA Mobile,kenapa kode verifikasi saya tidak kirim ke sms mohon solusi,1,positif
Adoel Goemilank,sangat bagus,2025-08-28 01:57:52,5,BCA Mobile,sangat bagus,1,positif
Ribut santoso,ini kenapa ya aplikasinya gak bisa di instal di hp saya,2025-08-28 01:47:33,1,BCA Mobile,ini kenapa ya aplikasi gak bisa di instal di hp saya,1,positif
Sri Umala,sangat mudah digunakan,2025-08-28 01:44:01,5,BCA Mobile,sangat mudah guna,2,positif
Zaenal Abidin,Sangat membantu,2025-08-28 01:28:14,5,BCA Mobile,sangat bantu,1,positif
Julio Pasker,Bagus,2025-08-28 01:22:30,5,BCA Mobile,bagus,1,positif
puno Kawan,"sejauh ini sangat mudah,,cuma kenapa ya..kemarin kemarin saya transper gagal terus!padahal jaringan internet bagus dan saldo mencukupi",2025-08-28 01:01:25,5,BCA Mobile,jauh ini sangat mudah cuma kenapa ya kemarin kemarin saya transper gagal terus padahal jaring internet bagus dan saldo cukup,1,positif
Soliman Kurnia putra Gea,sekarang kalo transaksi menggunakan Quris agak lama. tolong di oerbaiki,2025-08-27 22:57:26,5,BCA Mobile,sekarang kalo transaksi guna quris agak lama tolong di oerbaiki,1,positif
Srinur Fatrullaella,lbih mudah untuk bertransaksi,2025-08-27 22:48:34,5,BCA Mobile,lbih mudah untuk transaksi,1,positif
Rifani Hijabb,"BCA saya kebobolan 4jt, dan selisih 1jt tanpa mutasi tidak dikembalikan uangnya, sekelas BCA seperti ini, laporan malah kita yang dibilang lalai, tidak ada solusinya sama sekali",2025-08-27 16:35:33,1,BCA Mobile,bca saya bobol 4jt dan selisih 1jt tanpa mutasi tidak kembali uang kelas bca seperti ini lapor malah kita yang bilang lalai tidak ada solusi sama sekali,1,positif
Megan Blorok,ini kenapa ya setelah update malah force close aplikasinya,2025-08-27 15:11:22,2,BCA Mobile,ini kenapa ya telah update malah force close aplikasi,1,positif
Ujang Asra,mantap,2025-08-27 15:00:04,4,BCA Mobile,mantap,1,positif
Abd Muid husain,selama ini tidak ada kendala,2025-08-27 12:39:58,5,BCA Mobile,lama ini tidak ada kendala,-1,negatif
Puguh Widyanto,habis di update jadi lemot. Mau transfer dan pembayaran qris lemot banget. Tolong di perbaiki lagi,2025-08-27 12:11:27,2,BCA Mobile,habis di update jadi lot mau transfer dan bayar qris lot banget tolong di baik lagi,1,positif
Ayubi Al-Farizy,kenapa apknya ngga bisa di buka yaa,2025-08-27 12:07:33,1,BCA Mobile,kenapa apknya ngga bisa di buka yaa,1,positif
D. Mois,"sangata mengecewakan. udah dftar bca mobile krena gnti hp niat masuk akun tpi mlah d tolak. sruh msukin no d atm dan juga udh sesi foto diri mlah selalu d tolak. dan pda akhirnya mlah akun mobile sya d blokir. lngsung offkan sklian rekening saya. g jelas bnget. udh ngikutin intruksi mlah d tolak mulu, d sruh hbungi cs tpi gliran d telvon mlah ada suara sya tdk dpat menghubungi cs area sini.",2025-08-27 11:50:39,1,BCA Mobile,sangata kecewa udah dftar bca mobile krena gnti hp niat masuk akun tpi mlah d tolak sruh msukin no d atm dan juga udh sesi foto diri mlah selalu d tolak dan pda akhir mlah akun mobile sya d blokir lngsung offkan sklian rekening saya g jelas bnget udh ngikutin intruksi mlah d tolak mulu d sruh hbungi cs tpi gliran d telvon mlah ada suara sya tdk dpat hubung cs area sini,-1,negatif
Bili Dani,"hadehh lama-lama kebanyakan verifikasi muluu,mending klo gapake pulsa",2025-08-27 11:43:28,1,BCA Mobile,hadehh lama banyak verifikasi muluu mending klo gapake pulsa,-1,negatif
Dani Prayitno,Keren sekali,2025-08-27 11:43:23,5,BCA Mobile,keren sekali,1,positif
Zain Ali,min saya h bisa verifikasi wajah kenapa min,2025-08-27 11:22:59,5,BCA Mobile,min saya h bisa verifikasi wajah kenapa min,1,positif
Shevgan Zhou,"Kenapa setelah berubah fontnya,makin lambat loading,sumpah ganggu banget,ga bs cepet kaya sebelumnya.Mohon diperhatikan ya BCA",2025-08-27 11:12:12,1,BCA Mobile,kenapa telah ubah fontnya makin lambat loading sumpah ganggu banget ga bs cepet kaya belum mohon perhati ya bca,-2,negatif
Herman 13,"di update bkan mlah bner,qris jd kgk berfungsi,udh dicba smua cra ttap aj g bsa digunain",2025-08-27 09:32:47,1,BCA Mobile,di update bkan mlah bner qris jd kgk fungsi udh dicba smua cra ttap aj g bsa digunain,2,positif
Dapur Azizah,"tolong dong bca keyboard di perbaiki, kenapa sekarang jadi g enak di pakai karna letaknya terlalu ke bawah jadi tertutup sama kursor padahal AQ suka banget pake bca keyboard praktis",2025-08-27 09:10:42,5,BCA Mobile,tolong dong bca keyboard di baik kenapa sekarang jadi g enak di pakai karna letak terlalu ke bawah jadi tutup sama kursor padahal aq suka banget pake bca keyboard praktis,3,positif
